Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.621_1O2	Peptides.621_1O3	Peptides.621_1O4	Peptides.621_C3	Peptides.815_03_O1	Peptides.815_03_O2	Peptides.815_03_O5	Peptides.815_1_O6	Peptides.815_C_O4	Peptides.815_C_O5	Peptides.819_OOMP2_black_3_O4	Peptides.819_OOMP2_black_3_O5	Peptides.819_OOMP2_black_C_O4	Peptides.819_OOMP2_black_C_O5	Peptides.819_OOMP2_blue_1_only5	Razor...unique.peptides.621_1O2	Razor...unique.peptides.621_1O3	Razor...unique.peptides.621_1O4	Razor...unique.peptides.621_C3	Razor...unique.peptides.815_03_O1	Razor...unique.peptides.815_03_O2	Razor...unique.peptides.815_03_O5	Razor...unique.peptides.815_1_O6	Razor...unique.peptides.815_C_O4	Razor...unique.peptides.815_C_O5	Razor...unique.peptides.819_OOMP2_black_3_O4	Razor...unique.peptides.819_OOMP2_black_3_O5	Razor...unique.peptides.819_OOMP2_black_C_O4	Razor...unique.peptides.819_OOMP2_black_C_O5	Razor...unique.peptides.819_OOMP2_blue_1_only5	Unique.peptides.621_1O2	Unique.peptides.621_1O3	Unique.peptides.621_1O4	Unique.peptides.621_C3	Unique.peptides.815_03_O1	Unique.peptides.815_03_O2	Unique.peptides.815_03_O5	Unique.peptides.815_1_O6	Unique.peptides.815_C_O4	Unique.peptides.815_C_O5	Unique.peptides.819_OOMP2_black_3_O4	Unique.peptides.819_OOMP2_black_3_O5	Unique.peptides.819_OOMP2_black_C_O4	Unique.peptides.819_OOMP2_black_C_O5	Unique.peptides.819_OOMP2_blue_1_only5	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.621_1O2	Identification.type.621_1O3	Identification.type.621_1O4	Identification.type.621_C3	Identification.type.815_03_O1	Identification.type.815_03_O2	Identification.type.815_03_O5	Identification.type.815_1_O6	Identification.type.815_C_O4	Identification.type.815_C_O5	Identification.type.819_OOMP2_black_3_O4	Identification.type.819_OOMP2_black_3_O5	Identification.type.819_OOMP2_black_C_O4	Identification.type.819_OOMP2_black_C_O5	Identification.type.819_OOMP2_blue_1_only5	Sequence.coverage.621_1O2....	Sequence.coverage.621_1O3....	Sequence.coverage.621_1O4....	Sequence.coverage.621_C3....	Sequence.coverage.815_03_O1....	Sequence.coverage.815_03_O2....	Sequence.coverage.815_03_O5....	Sequence.coverage.815_1_O6....	Sequence.coverage.815_C_O4....	Sequence.coverage.815_C_O5....	Sequence.coverage.819_OOMP2_black_3_O4....	Sequence.coverage.819_OOMP2_black_3_O5....	Sequence.coverage.819_OOMP2_black_C_O4....	Sequence.coverage.819_OOMP2_black_C_O5....	Sequence.coverage.819_OOMP2_blue_1_only5....	Intensity	Intensity.621_1O2	Intensity.621_1O3	Intensity.621_1O4	Intensity.621_C3	Intensity.815_03_O1	Intensity.815_03_O2	Intensity.815_03_O5	Intensity.815_1_O6	Intensity.815_C_O4	Intensity.815_C_O5	Intensity.819_OOMP2_black_3_O4	Intensity.819_OOMP2_black_3_O5	Intensity.819_OOMP2_black_C_O4	Intensity.819_OOMP2_black_C_O5	Intensity.819_OOMP2_blue_1_only5	LFQ.intensity.621_1O2	LFQ.intensity.621_1O3	LFQ.intensity.621_1O4	LFQ.intensity.621_C3	LFQ.intensity.815_03_O1	LFQ.intensity.815_03_O2	LFQ.intensity.815_03_O5	LFQ.intensity.815_1_O6	LFQ.intensity.815_C_O4	LFQ.intensity.815_C_O5	LFQ.intensity.819_OOMP2_black_3_O4	LFQ.intensity.819_OOMP2_black_3_O5	LFQ.intensity.819_OOMP2_black_C_O4	LFQ.intensity.819_OOMP2_black_C_O5	LFQ.intensity.819_OOMP2_blue_1_only5	MS.MS.count.621_1O2	MS.MS.count.621_1O3	MS.MS.count.621_1O4	MS.MS.count.621_C3	MS.MS.count.815_03_O1	MS.MS.count.815_03_O2	MS.MS.count.815_03_O5	MS.MS.count.815_1_O6	MS.MS.count.815_C_O4	MS.MS.count.815_C_O5	MS.MS.count.819_OOMP2_black_3_O4	MS.MS.count.819_OOMP2_black_3_O5	MS.MS.count.819_OOMP2_black_C_O4	MS.MS.count.819_OOMP2_black_C_O5	MS.MS.count.819_OOMP2_blue_1_only5	MS.MS.count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Oxidation..M..site.IDs	Oxidation..M..site.positions
P17690;CON__P17690;A0A140T843;A0A3Q1LXP4	P17690;CON__P17690;A0A140T843;A0A3Q1LXP4	14;14;14;12	14;14;14;12	14;14;14;12	sp|P17690|APOH_BOVIN Beta-2-glycoprotein 1 OS=Bos taurus OX=9913 GN=APOH PE=1 SV=4;;tr|A0A140T843|A0A140T843_BOVIN Apolipoprotein H OS=Bos taurus OX=9913 GN=APOH PE=4 SV=1;tr|A0A3Q1LXP4|A0A3Q1LXP4_BOVIN Apolipoprotein H OS=Bos taurus OX=9913 GN=APOH PE=4 S	4	14	14	14	0	9	2	5	2	1	4	3	4	4	7	4	5	3	5	0	9	2	5	2	1	4	3	4	4	7	4	5	3	5	0	9	2	5	2	1	4	3	4	4	7	4	5	3	5	40	40	40	38.252	345	345;345;345;339	0	118.68		By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	29.9	8.1	15.4	11.3	4.3	18.8	14.8	20.9	21.4	33.3	20.9	23.8	15.7	21.2	616640000	0	195350000	4179200	55690000	14764000	48144000	55685000	25317000	30411000	11266000	47670000	49465000	26082000	10412000	42200000	0	79078000	0	47153000	37408000	0	62645000	43827000	34246000	0	45498000	42264000	45634000	20191000	40083000	0	14	1	8	0	1	4	3	3	4	10	3	7	2	7	67			+	13	1786;1787;2279;3204;3205;4328;4503;7157;11889;11943;12300;14088;14089;15055	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1812;1813;2314;3252;3253;4383;4563;7259;12108;12163;12522;14347;14348;15338	13127;13128;13129;13130;13131;13132;13133;17103;17104;17105;25153;25154;25155;25156;25157;25158;25159;25160;33641;33642;35155;55168;55169;55170;55171;55172;55173;55174;55175;55176;93676;93677;93678;93679;93680;93681;93682;93683;93684;93685;93686;93687;93688;94082;97756;97757;97758;97759;97760;97761;97762;97763;112220;112221;112222;112223;112224;120444;120445;120446;120447;120448;120449;120450;120451;120452;120453;120454;120455;120456;120457	13632;13633;13634;13635;13636;13637;17841;17842;17843;17844;17845;25771;25772;25773;25774;25775;25776;25777;25778;25779;34430;34431;36014;56328;56329;56330;56331;56332;56333;56334;56335;56336;56337;96023;96024;96025;96026;96027;96028;96029;96030;96031;96032;96033;96446;99784;99785;99786;99787;99788;99789;99790;114594;114595;114596;114597;114598;123269;123270;123271;123272;123273;123274;123275;123276;123277;123278;123279;123280;123281;123282	13632;13634;17845;25771;25772;34430;36014;56329;96023;96446;99788;114594;114598;123270		
P23196;A0A140T846	P23196;A0A140T846	8;8	8;8	8;8	sp|P23196|APEX1_BOVIN DNA-(apurinic or apyrimidinic site) endonuclease OS=Bos taurus OX=9913 GN=APEX1 PE=1 SV=2;tr|A0A140T846|A0A140T846_BOVIN DNA-(apurinic or apyrimidinic site) endonuclease OS=Bos taurus OX=9913 GN=APEX1 PE=3 SV=1	2	8	8	8	0	2	0	1	3	0	0	0	1	0	1	4	3	3	3	0	2	0	1	3	0	0	0	1	0	1	4	3	3	3	0	2	0	1	3	0	0	0	1	0	1	4	3	3	3	28	28	28	35.569	318	318;318	0	24.674		By MS/MS		By MS/MS	By MS/MS				By MS/MS		By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	8.8	0	5.3	14.5	0	0	0	3.1	0	4.4	22	11.6	16.4	16.4	166510000	0	0	0	0	12812000	0	0	0	5753700	0	2867800	68283000	13320000	51451000	12021000	0	0	0	0	0	0	0	0	0	0	0	55272000	0	65057000	37993000	0	2	0	1	4	0	0	0	1	0	0	4	3	3	2	20				14	1058;3032;3033;4517;4518;4937;6041;6042	True;True;True;True;True;True;True;True	1067;3078;3079;4577;4578;4999;6120;6121	7747;7748;7749;23820;23821;23822;23823;23824;23825;23826;35332;35333;35334;38240;46785;46786;46787;46788;46789;46790;46791;46792	8128;8129;8130;24389;24390;24391;24392;24393;24394;24395;24396;36202;36203;36204;39107;48011;48012;48013;48014;48015;48016	8128;24389;24392;36202;36203;39107;48012;48015		
A0A140T850;Q5EAC2;A0A4Y5RXD3	A0A140T850;Q5EAC2;A0A4Y5RXD3	2;2;1	2;2;1	2;2;1	tr|A0A140T850|A0A140T850_BOVIN Glutathione synthetase OS=Bos taurus OX=9913 GN=GSS PE=3 SV=1;sp|Q5EAC2|GSHB_BOVIN Glutathione synthetase OS=Bos taurus OX=9913 GN=GSS PE=2 SV=1;tr|A0A4Y5RXD3|A0A4Y5RXD3_BOVIN Glutathione synthetase (Fragment) OS=Bos taurus O	3	2	2	2	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	3.8	3.8	3.8	52.093	474	474;474;57	0	2.5954		By MS/MS	By MS/MS		By MS/MS				By MS/MS							0	3.8	1.9	0	1.9	0	0	0	1.9	0	0	0	0	0	0	7946200	0	7946200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3905600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	5				15	769;941	True;True	774;950	5834;5835;7053;7054;7055	6141;6142;7413;7414;7415	6141;7413		
A0A140T854;A0A3Q1MEC8;O18879;E1BGC0;E1BKD8	A0A140T854;A0A3Q1MEC8	25;19;11;10;10	25;19;11;10;10	3;0;3;0;0	tr|A0A140T854|A0A140T854_BOVIN Glutathione S-transferase OS=Bos taurus OX=9913 GN=GSTA1 PE=3 SV=1;tr|A0A3Q1MEC8|A0A3Q1MEC8_BOVIN Glutathione S-transferase OS=Bos taurus OX=9913 GN=GSTA1 PE=3 SV=1	5	25	25	3	10	18	3	11	11	7	5	1	7	6	15	14	14	15	17	10	18	3	11	11	7	5	1	7	6	15	14	14	15	17	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	82	82	5	25.424	222	222;291;223;215;224	0	319.48	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	55	56.8	18.5	32.9	63.5	28.4	17.1	3.6	26.6	32.4	67.1	63.1	72.5	72.5	75.2	4618400000	357490000	429890000	101900000	260780000	387620000	283330000	60797000	11863000	157480000	81604000	257810000	601110000	572360000	443820000	610540000	447100000	232390000	250190000	377310000	336640000	377380000	119090000	0	170860000	153260000	423320000	480220000	422610000	547960000	588000000	16	25	5	12	10	16	5	1	9	7	20	20	14	13	20	193				16	356;642;797;798;799;1068;1069;1536;2352;3310;4037;4038;4163;4164;7236;8590;9411;10482;12859;12860;14844;16221;16222;16895;16946	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	356;644;803;804;805;1077;1078;1556;2389;3359;4089;4090;4217;4218;7339;8708;9541;10674;13108;13109;15119;16519;16520;17201;17252	2485;2486;2487;2488;2489;2490;2491;2492;4808;4809;4810;4811;4812;4813;4814;4815;4816;4817;4818;4819;4820;4821;4822;6063;6064;6065;6066;6067;6068;6069;6070;6071;6072;6073;6074;6075;6076;6077;6078;6079;6080;6081;7785;7786;7787;7788;7789;7790;7791;7792;11260;11261;17709;17710;17711;17712;17713;17714;17715;17716;17717;17718;25950;25951;30975;30976;30977;30978;30979;30980;30981;30982;30983;30984;30985;30986;30987;30988;30989;30990;30991;30992;30993;32318;32319;32320;32321;32322;32323;32324;32325;32326;32327;32328;32329;32330;32331;32332;32333;32334;32335;32336;32337;32338;32339;32340;55611;55612;55613;55614;55615;55616;55617;55618;55619;55620;55621;55622;55623;55624;68003;68004;68005;68006;68007;68008;74301;83419;83420;102279;102280;102281;102282;102283;102284;102285;102286;102287;102288;102289;102290;102291;102292;102293;102294;102295;102296;102297;102298;102299;102300;102301;102302;102303;102304;102305;102306;102307;102308;102309;102310;102311;102312;102313;102314;102315;102316;102317;102318;102319;102320;102321;117842;117843;117844;117845;117846;117847;117848;117849;117850;117851;117852;130040;130041;130042;130043;130044;135287;135288;135289;135290;135291;135292;135293;135294;135295;135296;135297;135298;135903	2534;2535;2536;2537;2538;2539;2540;2541;2542;2543;5028;5029;5030;5031;5032;5033;5034;5035;5036;5037;5038;5039;5040;5041;5042;6411;6412;6413;6414;6415;6416;6417;6418;6419;6420;6421;6422;6423;6424;6425;6426;6427;6428;6429;6430;8164;8165;8166;8167;8168;8169;8170;8171;8172;8173;11752;11753;18565;18566;18567;18568;18569;18570;18571;18572;18573;18574;26600;26601;31666;31667;31668;31669;31670;31671;31672;31673;31674;31675;31676;31677;31678;31679;31680;31681;31682;31683;31684;33082;33083;33084;33085;33086;33087;33088;33089;33090;33091;33092;33093;33094;33095;33096;33097;33098;33099;33100;33101;33102;33103;56760;56761;56762;56763;56764;56765;56766;56767;56768;56769;56770;56771;69656;69657;69658;69659;69660;69661;69662;76068;85359;85360;104465;104466;104467;104468;104469;104470;104471;104472;104473;104474;104475;104476;104477;104478;104479;104480;104481;104482;104483;104484;104485;104486;104487;104488;104489;104490;104491;104492;104493;104494;104495;104496;104497;104498;104499;104500;104501;104502;104503;104504;104505;104506;104507;104508;104509;104510;120469;120470;120471;120472;120473;120474;120475;120476;120477;133171;133172;133173;133174;138649;138650;138651;138652;138653;138654;138655;138656;138657;138658;138659;138660;138661;138662;139462	2542;5042;6413;6427;6429;8169;8172;11752;18565;26600;31670;31678;33082;33098;56762;69657;76068;85359;104466;104501;120474;133171;133173;138660;139462		
A0A140T856;Q27954;A0A3Q1MCV5	A0A140T856;Q27954;A0A3Q1MCV5	21;21;19	21;21;19	21;21;19	tr|A0A140T856|A0A140T856_BOVIN Coatomer subunit alpha OS=Bos taurus OX=9913 GN=COPA PE=4 SV=1;sp|Q27954|COPA_BOVIN Coatomer subunit alpha OS=Bos taurus OX=9913 GN=COPA PE=1 SV=1;tr|A0A3Q1MCV5|A0A3Q1MCV5_BOVIN Coatomer subunit alpha OS=Bos taurus OX=9913 GN	3	21	21	21	5	8	1	9	5	2	3	1	2	5	6	4	9	7	6	5	8	1	9	5	2	3	1	2	5	6	4	9	7	6	5	8	1	9	5	2	3	1	2	5	6	4	9	7	6	20.7	20.7	20.7	138.34	1224	1224;1224;1223	0	32.538	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.5	8.3	0.8	8.3	5.3	1.6	3.5	1.3	2.5	5.8	6.3	3.3	10.5	7.9	6.3	550450000	19426000	78578000	0	50749000	56542000	5278500	0	0	28356000	3885800	66014000	44189000	66911000	47703000	82820000	48282000	29731000	0	40314000	65832000	0	0	0	0	0	62983000	45942000	58521000	79884000	84678000	5	10	1	8	5	2	3	1	2	6	4	6	7	5	3	68				17	1630;2700;2828;4600;4771;4847;5409;6492;6851;8705;8737;8811;10129;10130;10767;11323;11324;11553;14459;16308;16669	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1652;2742;2871;4660;4832;4909;5474;6581;6949;8824;8856;8930;10294;10295;10963;11532;11533;11765;14723;16611;16975	11951;11952;11953;11954;20487;22483;35839;35840;35841;35842;35843;35844;35845;35846;35847;35848;35849;35850;37026;37622;37623;37624;37625;41491;41492;41493;50360;53037;53038;53039;53040;53041;53042;53043;53044;53045;68908;68909;69122;69123;69124;69125;69126;69127;69674;69675;69676;69677;80293;80294;80295;80296;80297;80298;80299;85380;85381;85382;85383;89623;89624;89625;91484;114899;131020;131021;131022;131023;131024;131025;131026;131027;131028;131029;131030;131031;131032;131033;131034;131035;133627;133628;133629	12460;12461;12462;21370;23036;36716;36717;36718;36719;36720;36721;36722;36723;36724;36725;36726;37836;38478;38479;38480;38481;42306;42307;42308;51649;54260;54261;54262;54263;54264;54265;54266;54267;70733;70734;70735;70945;70946;70947;70948;70949;70950;71561;82181;82182;82183;82184;82185;82186;87343;87344;87345;87346;91728;91729;91730;91731;93719;117353;134259;134260;134261;134262;134263;134264;134265;134266;134267;134268;134269;134270;136965;136966;136967	12460;21370;23036;36718;37836;38479;42306;51649;54261;70733;70949;71561;82182;82185;87346;91729;91731;93719;117353;134270;136965		
A0A140T861;Q28009;E1BGX1	A0A140T861;Q28009	6;6;2	6;6;2	6;6;2	tr|A0A140T861|A0A140T861_BOVIN RNA-binding protein FUS OS=Bos taurus OX=9913 GN=FUS PE=3 SV=2;sp|Q28009|FUS_BOVIN RNA-binding protein FUS OS=Bos taurus OX=9913 GN=FUS PE=2 SV=2	3	6	6	6	2	3	0	5	4	0	1	0	2	2	1	1	2	1	1	2	3	0	5	4	0	1	0	2	2	1	1	2	1	1	2	3	0	5	4	0	1	0	2	2	1	1	2	1	1	14.3	14.3	14.3	52.239	512	512;513;622	0	33.052	By MS/MS	By MS/MS		By MS/MS	By MS/MS		By matching		By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	8	11.1	0	14.3	14.3	0	3.1	0	6.2	6.2	1.8	1.8	7.8	1.8	1.8	209840000	20063000	27659000	0	67984000	40501000	0	6454600	0	12405000	11001000	3786800	6363600	1830600	3662200	8126900	19906000	16367000	0	58849000	33403000	0	0	0	0	24332000	0	0	0	0	0	3	5	0	5	4	0	0	0	2	0	1	0	1	0	1	22				18	120;121;1351;4567;8567;14263	True;True;True;True;True;True	120;121;1366;4627;8685;14524	776;777;778;779;780;781;782;783;784;785;9763;9764;9765;9766;9767;9768;9769;9770;35661;67756;67757;67758;67759;67760;113403;113404;113405;113406;113407;113408	792;793;794;795;796;797;798;799;10224;10225;10226;10227;10228;10229;10230;10231;10232;10233;36530;69347;69348;69349;69350;115779;115780;115781;115782	793;795;10230;36530;69350;115779		
A0A140T871;P00366;A0A5C0NTV0	A0A140T871;P00366	3;3;1	3;3;1	3;3;1	tr|A0A140T871|A0A140T871_BOVIN Glutamate dehydrogenase (NAD(P)(+)) OS=Bos taurus OX=9913 GN=GLUD1 PE=1 SV=1;sp|P00366|DHE3_BOVIN Glutamate dehydrogenase 1, mitochondrial OS=Bos taurus OX=9913 GN=GLUD1 PE=1 SV=2	3	3	3	3	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	6.1	6.1	6.1	61.631	561	561;558;91	0	3.2732		By MS/MS									By MS/MS	By MS/MS	By MS/MS			0	2.3	0	0	0	0	0	0	0	0	2.1	1.6	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	4				19	960;2089;11100	True;True;True	969;2123;11306	7240;7241;15524;87939	7595;7596;16144;89960	7596;16144;89960		
Q0ZCB4;A0A3Q1MGI2;Q03247;CON__Q03247;A7YWR0;A0A3Q1LPF0;A0A140T881	Q0ZCB4;A0A3Q1MGI2;Q03247;CON__Q03247;A7YWR0;A0A3Q1LPF0;A0A140T881	2;2;2;2;2;2;2	2;2;2;2;2;2;2	2;2;2;2;2;2;2	tr|Q0ZCB4|Q0ZCB4_BOVIN Apolipoprotein E (Fragment) OS=Bos taurus OX=9913 PE=3 SV=1;tr|A0A3Q1MGI2|A0A3Q1MGI2_BOVIN Apolipoprotein E OS=Bos taurus OX=9913 GN=APOE PE=3 SV=1;sp|Q03247|APOE_BOVIN Apolipoprotein E OS=Bos taurus OX=9913 GN=APOE PE=1 SV=1;;tr|A7Y	7	2	2	2	2	2	0	2	0	0	2	2	0	1	1	0	0	0	0	2	2	0	2	0	0	2	2	0	1	1	0	0	0	0	2	2	0	2	0	0	2	2	0	1	1	0	0	0	0	10.5	10.5	10.5	27.073	237	237;299;316;316;316;316;329	0	7.8577	By MS/MS	By MS/MS		By MS/MS			By MS/MS	By MS/MS		By matching	By matching					10.5	10.5	0	10.5	0	0	10.5	10.5	0	5.9	4.6	0	0	0	0	76247000	19896000	18427000	0	6298100	0	0	18558000	6906200	0	3868900	2292400	0	0	0	0	20421000	9309400	0	0	0	0	22339000	0	0	0	0	0	0	0	0	2	1	0	2	0	0	3	2	0	0	0	0	0	0	0	10			+	20	3985;7991	True;True	4037;8102	30717;30718;30719;30720;30721;30722;61688;61689;61690;61691;61692;61693	31420;31421;31422;31423;31424;31425;63000;63001;63002;63003;63004	31420;63004		
A0A3Q1LQI0;P53620;A0A140T886;Q0V888	A0A3Q1LQI0;P53620;A0A140T886	11;11;11;3	11;11;11;3	11;11;11;3	tr|A0A3Q1LQI0|A0A3Q1LQI0_BOVIN Coatomer subunit gamma OS=Bos taurus OX=9913 GN=COPG1 PE=3 SV=1;sp|P53620|COPG1_BOVIN Coatomer subunit gamma-1 OS=Bos taurus OX=9913 GN=COPG1 PE=1 SV=1;tr|A0A140T886|A0A140T886_BOVIN Coatomer subunit gamma OS=Bos taurus OX=99	4	11	11	11	6	8	1	5	3	1	3	1	3	2	2	3	5	5	5	6	8	1	5	3	1	3	1	3	2	2	3	5	5	5	6	8	1	5	3	1	3	1	3	2	2	3	5	5	5	14.3	14.3	14.3	95.708	861	861;874;874;616	0	55.882	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.1	12.8	1.7	8.6	4.6	1.5	4.6	1.5	4.9	2.7	4.9	7.3	6.3	6.9	10.6	474430000	33772000	71224000	3961800	39024000	30490000	0	24144000	0	124320000	15415000	11488000	21505000	54598000	22946000	21544000	31607000	23237000	0	27088000	46606000	0	39322000	0	69560000	32101000	44127000	36668000	30701000	39737000	31594000	5	10	1	8	3	1	2	1	5	1	2	5	7	4	3	58				21	1154;1722;2701;8198;13642;13643;13849;13850;14165;14469;15410	True;True;True;True;True;True;True;True;True;True;True	1165;1747;2743;8313;13897;13898;14106;14107;14425;14733;15697	8455;8456;8457;8458;8459;8460;8461;8462;8463;8464;8465;12700;20488;20489;20490;20491;20492;20493;20494;20495;20496;20497;20498;63119;108799;108800;108801;108802;108803;110211;110212;110213;110214;110215;110216;110217;110218;110219;110220;110221;110222;110223;110224;110225;110226;110227;112769;112770;112771;114932;114933;114934;123092;123093;123094;123095;123096;123097	8935;8936;8937;8938;8939;8940;8941;8942;8943;8944;8945;8946;8947;13207;21371;21372;21373;21374;21375;21376;21377;64554;111176;111177;111178;111179;111180;111181;112489;112490;112491;112492;112493;112494;112495;112496;112497;112498;112499;112500;112501;112502;112503;112504;112505;112506;112507;112508;112509;115150;117389;117390;117391;117392;126027;126028;126029;126030;126031	8942;13207;21372;64554;111178;111180;112490;112509;115150;117391;126028		
A0A140T892;P51176;A0A3Q1MI90	A0A140T892;P51176;A0A3Q1MI90	16;16;14	16;16;14	16;16;14	tr|A0A140T892|A0A140T892_BOVIN Protein-glutamine gamma-glutamyltransferase 2 OS=Bos taurus OX=9913 GN=TGM2 PE=1 SV=1;sp|P51176|TGM2_BOVIN Protein-glutamine gamma-glutamyltransferase 2 OS=Bos taurus OX=9913 GN=TGM2 PE=1 SV=1;tr|A0A3Q1MI90|A0A3Q1MI90_BOVIN P	3	16	16	16	2	8	1	3	10	0	2	1	1	1	4	5	4	4	6	2	8	1	3	10	0	2	1	1	1	4	5	4	4	6	2	8	1	3	10	0	2	1	1	1	4	5	4	4	6	26.5	26.5	26.5	77.125	687	687;687;638	0	35.616	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.6	10.8	1.7	4.2	18.8	0	3.6	1.3	1.7	1.7	6.7	8.6	6.8	6.7	10	396080000	15106000	123640000	6438800	33814000	57874000	0	9239600	5052700	9973100	3846400	11542000	54237000	25330000	16694000	23288000	26267000	42431000	0	54943000	27824000	0	16038000	0	16152000	0	18872000	41200000	20922000	25953000	27463000	2	11	1	4	11	0	2	0	2	1	3	7	4	3	6	57				22	428;1299;2643;4994;9217;9547;9612;9704;12000;12265;12587;12950;12955;15306;16434;16671	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	429;1314;2681;5056;9346;9677;9742;9836;12220;12487;12822;13199;13204;15592;16739;16977	3051;3052;3053;9488;9489;20053;38591;72874;75685;75686;75687;75688;75689;75690;75691;75692;75693;75694;75695;75696;75697;75698;75699;75700;75701;75702;75703;75704;75705;75706;75707;76373;76374;76375;76376;76377;76378;77095;77096;94304;97525;97526;99898;99899;99900;99901;99902;99903;102858;102859;102860;102861;102862;102863;102864;102865;102866;102878;122379;132082;133638;133639;133640;133641;133642;133643;133644	3128;3129;3130;9961;9962;9963;20924;39449;74565;77564;77565;77566;77567;77568;77569;77570;77571;77572;77573;77574;77575;77576;77577;77578;77579;77580;77581;77582;78275;78276;78277;78278;78279;78280;79087;96659;99548;99549;101965;101966;101967;101968;101969;101970;105011;105012;105013;105014;105015;105016;105017;105018;105027;125306;135331;136977;136978;136979;136980;136981	3130;9963;20924;39449;74565;77581;78278;79087;96659;99548;101969;105011;105027;125306;135331;136977		
